Place id,Parent id,Place name,Related objects,Title
625,40,Sîn-bēlšunu,1429,Sîn-bēlšunu
577,40,Mār-Dērāja,,Mār-Dērāja
529,40,Huṣṣēti-ša-Zarūtu,,Huṣṣēti-ša-Zarūtu
481,40,Hūpu-ša-Barīki-il,,Hūpu-ša-Barīki-il
433,40,Galūtu,,Galūtu
385,40,Bīt-ša-muhhi-bītāni,,Bīt-ša-muhhi-bītāni
337,40,Bīt-Parisāja,,Bīt-Parisāja
289,40,Bīt-Hašb-ilimma-harbat,,Bīt-Hašb-ilimma-harbat
241,40,Bīt-Daddija,,Bīt-Daddija
193,40,Bištu-ša-rab-urāti,,Bištu-ša-rab-urāti
145,40,Ālu-ša-rē‛ê,,Ālu-ša-rē‛ê
97,40,Ahšānu,,Ahšānu
49,4,Kiš,,Kiš
1546,37,Nabātu,8376,Nabātu
1529,37,Sahrītu,7650,Sahrītu
1512,1470,Ibri,8178,Ibri
1496,37,Ālu-ša-Nabû-zēra-iqīša,7797,Ālu-ša-Nabû-zēra-iqīša
1476,43,Du(r)bissu,6611,Du(r)bissu
1459,70,Bīt-Ṭāb-Bēl,7997,Bīt-Ṭāb-Bēl
1440,85,Sumundanaš,5691,Sumundanaš
1423,67,Ninā,5686,Ninā
1399,37,Bīt-ṭāb-Bēl,4449,Bīt-ṭāb-Bēl
1348,40,Šaṭir,1885,Šaṭir
1297,61,Tamūdē,,Tamūdē
1249,61,Šīhu-Jau[],,Šīhu-Jau[]
1198,61,Rāṭu,,Rāṭu
1150,61,Nabāta,,Nabāta
1102,61,Kapri-Sūqāja,,Kapri-Sūqāja
1054,61,Huṣṣēti-ša-Ahhūti,,Huṣṣēti-ša-Ahhūti
1006,61,Harrāti-ša-ahi,,Harrāti-ša-ahi
958,61,Dūr-Kebīnu,,Dūr-Kebīnu
910,61,Bīt-ṣapṣap,,Bīt-ṣapṣap
862,61,Bīt-Guppā,,Bīt-Guppā
814,61,Bāb-nalmē,,Bāb-nalmē
766,61,Angillu,,Angillu
718,61,Ālu-ša-Bēl-ušēzib,,Ālu-ša-Bēl-ušēzib
670,40,Til-Ajjābi,,Til-Ajjābi
622,40,Ridimhu,,Ridimhu
574,40,Mamšam,,Mamšam
526,40,Huṣṣēti-ša-[rē‛]ê(?),,Huṣṣēti-ša-[rē‛]ê(?)
478,40,Hindāja,,Hindāja
430,40,Gālija,,Gālija
382,40,Bīt-Ussartu,,Bīt-Ussartu
334,40,[Bīt(?)]-Nazija,,[Bīt(?)]-Nazija
286,40,Bīt-Hanīqīni,,Bīt-Hanīqīni
238,40,Bīt-bēri,,Bīt-bēri
190,40,Bēl,,Bēl
142,40,Ālu-ša-Qurabatūa,,Ālu-ša-Qurabatūa
94,40,Agrīt,,Agrīt
46,4,Kutha,,Kutha
1545,37,Kār-Nabû,8366,Kār-Nabû
1528,37,Huṣṣūti-ša-Baba-ēreš,7282,Huṣṣūti-ša-Baba-ēreš
1511,37,Ālu-ša-Kināya,8155,Ālu-ša-Kināya
1495,52,Gummānu,7844,Gummānu
1475,43,Barru,6569,Barru
1458,70,Bīt-Abī-râm,2646,Bīt-Abī-râm
1439,55,Udani,6019,Udani
1422,55,Bīt-iltammeš,5673,Bīt-iltammeš
1396,85,Nār-šarri-ša-Elam,4436,Nār-šarri-ša-Elam
1342,40,Aua,16,Aua
1294,61,Tamertu-ša-Ṣēr-Antu,,Tamertu-ša-Ṣēr-Antu
1246,61,Šīhu,,Šīhu
1195,61,Raqqat,,Raqqat
1147,61,Milhānu,,Milhānu
1099,61,Kahillīni,,Kahillīni
1051,61,Hurbat-Šadē,,Hurbat-Šadē
1003,61,Harrāti,,Harrāti
955,61,Dūr-gi[],,Dūr-gi[]
907,61,Bīt-rē'ê,,Bīt-rē'ê
859,61,Bīt-Ē-ṭābi,,Bīt-Ē-ṭābi
811,61,Bāb-Nagīti,,Bāb-Nagīti
763,61,Amatu,,Amatu
715,61,Ālu-ša-Bēlti-ša-Uruk,,Ālu-ša-Bēlti-ša-Uruk
667,40,Tarbaṣ-ummâni,,Tarbaṣ-ummâni
619,40,Rabija,,Rabija
571,40,Malšam,,Malšam
523,40,Huṣṣēti-ša-Qa‛mānu,,Huṣṣēti-ša-Qa‛mānu
475,40,Hiduja,,Hiduja
427,40,Gadimatu,,Gadimatu
379,40,Bīt-Ukkamā,,Bīt-Ukkamā
331,40,Bīt-Naṭīri,,Bīt-Naṭīri
283,40,Bīt-Hananā-harbatu,,Bīt-Hananā-harbatu
235,40,Bīt-Bēltu,8157,Bīt-Bēltu
187,40,Baṣṣānu,,Baṣṣānu
139,40,Ālu-ša-Nippur,,Ālu-ša-Nippur
91,40,Abastānu,,Abastānu
43,4,Sippar,2841,Sippar
1544,37,Kār-Tašmētu,8343,Kār-Tašmētu
1527,52,Hurat-Sūḫāja,6872,Hurat-Sūḫāja
1510,37,Bēl-iqbi,7993,Bēl-iqbi
1494,37,Ālu-ša-Zumbā ,7802,Ālu-ša-Zumbā 
1474,43,Ālu-ša-Marduk-ēṭir,6560,Ālu-ša-Marduk-ēṭir
1457,70,Āl-šarri,2451,Āl-šarri
1438,70,Kissik,5885,Kissik
1421,43,Al-ṣibtu-ša-šākin-māti,5615,Al-ṣibtu-ša-šākin-māti
1393,37,Ālu-ša-libbi-ālaya,4433,Ālu-ša-libbi-ālaya
1339,61,Zamē,,Zamē
1291,61,Tamertu-ša-sīsē,,Tamertu-ša-sīsē
1243,61,Šihmūti,,Šihmūti
1192,61,Raqqānu,,Raqqānu
1144,61,Ma[]tu,,Ma[]tu
1096,61,Kabaltu,,Kabaltu
1048,61,Hurbat-Kalbi,,Hurbat-Kalbi
1000,61,Hanna-rabi,,Hanna-rabi
952,61,Dūr-gizzēti,,Dūr-gizzēti
904,61,Bīt-Rahē,7786,Bīt-Rahē
